link,price,code,Fabric Type,Neckline,Collection,Trouser,Sleeves,Embellishment,Color,Size,Shirt,Dupatta
https://www.junaidjamshed.com/purple-lawn-3pc-stitched-jlawn-s-24-531.html,pkr 6 970.00,JLAWN-S-24-531,lawn,striped  white  solid  plain  long,monsoon  collection  piece  stitched,striped  solid  floral  plain  paisley  short  long  unknown  dress  skirt,short  long  striped  white  sleeve,,purple  green  pink  white  red  black  gray  blue  white,,paisley  striped  plaid  floral  checkered short  long  medium  tall  yes  cotton  dress  button  blue,paisley  polka  dot  floral  checkered
https://www.junaidjamshed.com/yellow-cambric-unstitched-3pc-jlawn-s-24-212.html,pkr 8 610.00,JLAWN-S-24-212,lawn,striped  plain  white  solid  unknown,spring  summer  collection  unstitched  piece,meter  plain  solid  floral  striped  cotton  short  dress  wood  neither,floral  plaid  solid  plain  striped,,yellow  orange  peach  blue  pink  white  black  brown  tan  tan,3 piece,floral  plaid  striped  plain  solid blue  cotton  dress  unknown  know,floral  flower  solid  plain  striped
https://www.junaidjamshed.com/blue-lawn-kurti-jjlk-s-jss-23-431.html,pkr 4 950.00,JJLK-S-JSS-23-431,lawn,round  neck  slit  lace  finishing  striped  dress  blue  plain  plaid,printed  embroidered  lawn  shirt  festive  collection  lady  kurti  casual,,printed  sleeve  lace  finishing  striped  plaid  blue  long  short,button  detail  neckline,blue  white  black,,printed  front  neck  embroidery  lace  insertion  finishing  floral  striped  plaid  paisley  solid  back  drop  shoulder  short  long  medium  yes  blue  dress  cotton  tie  dye  unknown  long,
https://www.junaidjamshed.com/blue-jacquard-stitched-3pc-jlawn-s-24-118.html,pkr 10 560.00,JLAWN-S-24-118,jacquard,band  collar  front  placket  striped  long  dress  white  unknown,festive  collection  piece  stitched,round  floral  solid  striped  checkered  plain  short  long  dress  skirt  cotton  striped,loose  cut  long  short  striped  plaid  white,handwork  neckline,blue  yellow  white  tan  black  gray  brown  white,,solid  floral  striped  plaid  plain  loose  kurta  cut  long  short  medium  yes  dress  cotton  blue  button  long,polka  dot  floral  flower  paisley
https://www.junaidjamshed.com/green-lawn-3pc-stitched-jlawn-s-24-177.html,pkr 8 200.00,JLAWN-S-24-177,lawn,keyhole  neckline  solid  plain  striped  white  pink,festive  collection  piece  stitched  casual,paste  printed  solid  plain  striped  floral  dress  short  long  straight  skirt  straight,straight  long  short  white  black  striped,hand  work  tassel,green  blue  pink  red  orange  brown  black  purple  brown,,paste  printed  solid  plain  floral  flower  striped  straight  long  short  medium  yes  dress  blue  unknown  cotton  polo,solid  floral  flower  plain  flower
https://www.junaidjamshed.com/off-white-raw-silk-stitched-3pc-jjpw-s-jps-24-3901.html,pkr 25 650.00,JJPW-S-JPS-24-3901,formal  pajama  pearl  neck  cut  embellishment  length  kurta  style  back  neckline  screen  slit  hand  finishing  shirt  front  got  ta  lace  raw  sleeve  round  trouser  medium  printed  straight  india  silk  type  dhaka  fabric  embroidery,striped  white  floral  dress  unknown,festive  collection  piece  stitched,floral  solid  dress  plain  striped  short  long  straight  slack  neither  short,long  short  white  striped  black,,white  tan  beige  yellow  pink  gray  cream  gold  beige,,floral  striped  plaid  solid  plain long  short  medium  yes  dress  cotton  white  blue  unknown,floral  flower  gold  paisley
https://www.junaidjamshed.com/pink-lawn-unstitched-3pc-jlawn-s-24-049.html,pkr 4 410.00,JLAWN-S-24-049,lawn  lawn,striped  pink  solid  white  unknown,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  plain  striped  red  long  slack  short,floral  solid  plain  striped  plaid,,pink  red  floral  orange  purple  white  black  white,3 piece,floral  paisley  flower  solid cotton  dress  blue  tie  dye  unknown,flower  floral  solid  paisley
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-335-amber-1.html,pkr 4 410.00,JLAWN-S-24-335 AMBER-1,lawn  lawn,striped  solid  white  plain  unknown,festive  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  striped  checkered  plain  plaid  short  dress  long  skirt,plaid  checkered  striped  polka  dot  plain,,multicolor  red  white  pink  gray  blue  black  white,3 piece,polka  dot  checkered  floral dress  cotton  striped  red  white,polka  dot  floral  flower
https://www.junaidjamshed.com/mustard-raw-silk-kurti-jjlk-w-jws-22-3058-fb.html,pkr 7 050.00,JJLK-W-JWS-22-3058 FB,silk  raw,round  magzi  striped  solid  unknown  white  plain,winter  collection  lady  kurti  casual,,plain  sleeve  gota  lace  long  short  striped  yellow  black,tassel,mustard  yellow  orange  white  blue,,embroidered  front  round  daaman  solid  floral  plain  flower  back  hanging  motif  straight  short  long  medium  yes  dress  unknown  cotton  jacket  know  long,
https://www.junaidjamshed.com/pink-khaddi-kurti-jjlk-s-jss-24-387.html,pkr 4 920.00,JJLK-S-JSS-24-387,khaddi  jacquard,magzi  striped  long  solid  plain  pink,festive  collection  lady  kurti  semi  formal,,straight  long  short  striped  plain  pink,buttoning  sleeve  embellishment,pink  purple  blue  gray  red,,straight  solid  striped  plain  stripe  long  short  medium  tall  cotton  blue  dress  unknown  length,
https://www.junaidjamshed.com/red-lawn-kurti-jjlk-s-jss-24-312.html,pkr 3 790.00,JJLK-S-JSS-24-312,lawn,boat  neckline  slit  piping  solid  striped  white  red  pink,digital  printed  lawn  shirt  spring  summer  collection  lady  kurti,,bell  sleeve  long  short  red  solid  white,lace  tassel  front,red  pink  orange  white  green,,straight  floral  paisley  solid  flower  long  short  medium  yes  tall  dress  cotton  blue  red  unknown  length,
https://www.junaidjamshed.com/gold-green-cambric-unstitched-3pc-jjls-w-jw-22-1767-fb.html,pkr 10 210.00,JJLS-W-JW-22-1767 FB,cambric  cambric,striped  white  solid  plain  unknown,winter  collection  cambric  shirt  dupatta  unstitched  piece,meter  solid  striped  plain  floral  checkered  dress  short  wood  long,striped  plaid  solid  plain  stripe,,gold  green  red  brown  gray  white  tan  black  blue  red,3 piece,striped  plaid  solid  stripe  plain cotton  dress  unknown  blue,paisley  polka  dot  solid  plaid
https://www.junaidjamshed.com/multicolor-lawn-unstitched-1pc-jlawn-s-jsu-24-930.html,pkr 1 530.00,JLAWN-S-JSU-24-930,lawn,,festive  collection  unstitched  piece,,long  short  white  striped  pink,,multicolor  pink  white  red  purple  gray,1 piece,floral  plain  solid  striped  plaid dress  cotton  blue  white  unknown,
https://www.junaidjamshed.com/cream-jacquard-unstitched-3pc-jlawn-s-24-354-tehzeeb-8.html,pkr 6 360.00,JLAWN-S-24-354 TEHZEEB-8,doria  zari  taar  taar,solid  striped  plain  unknown  checkered,festive  collection  zari  taar  shirt  dupatta  unstitched  piece,meter  floral  striped  checkered  solid  plain  short  long  cotton  neither,floral  checkered  solid  plaid  striped,,cream  white  brown  floral  red  orange  tan  gray  khaki  pink  peach  white,3 piece,floral  checkered  polka  dot  paisley cotton  unknown  dress  know,floral  flower  polka  dot  flower
https://www.junaidjamshed.com/green-lawn-3pc-stitched-jlawn-s-24-060.html,pkr 8 200.00,JLAWN-S-24-060,tar  lawn  zari,round  neckline  keyhole  solid  plain  striped  white  long,spring  summer  collection  piece  stitched  semi  formal,dyed  straight  pant  floral  striped  solid  plain  flower  short  long  dress  skirt  long,printed  long  short  striped  white  black,hand  embellishment  neckline,green  gray  purple  brown  blue  white  black  pink  floral  flower  mint,,printed  front  floral  solid  plain  striped  flower  back  classic  kameez  long  short  medium  tall  dress  cotton  blue  unknown  white  long,floral  flower  paisley  plaid  flower
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jds-24-1066.html,pkr 4 710.00,JLAWN-S-JDS-24-1066,lawn  silk,,spring  summer  collection  lawn  shirt  silk  dupatta  unstitched  piece,,short  long  red  open  striped,,multicolor  red  maroon  orange  brown  solid  rust  blue,2 piece,solid  plain  striped  paisley  floral dress  unknown  cotton  red  blue,solid  paisley  plain  floral  flower
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-478.html,pkr 6 150.00,JLAWN-S-24-478,lawn,striped  white  blue  plain  unknown,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  striped  jean  solid  polka  dot  stripe  dress  long  short,striped  plain  solid  plaid  stripe,,green  blue  white  gray  teal  black  denim  yes  white,3 piece,striped  plaid  solid  plain  stripe dress  blue  cotton  unknown,polka  dot  paisley  plaid  floral
https://www.junaidjamshed.com/light-grey-cotton-3pc-stitched-jjpw-s-jps-22-3911.html,pkr 17 390.00,JJPW-S-JPS-22-3911,paper  cotton,round  neck  slit  striped  plain  plaid  unknown  solid,winter  collection  piece  stitched  semi  formal,floral  plain  solid  plaid  striped  short  long  straight  dress  indian  dirty  full,screen  printed  sleeve  plaid  short  long  striped  blue,hand  embellished,light  grey  blue  plaid  white  striped  tan  beige  black  yellow  beige,,screen  printed  hand  embellished  front  plaid  floral  solid  plain  paisley  back  straight  cut  short  long  medium  yes  tall  blue  dress  cotton  button  medium,floral  flower  checkered  plaid  blue
https://www.junaidjamshed.com/mauve-lawn-unstitched-2pc-jlawn-s-jst-24-1624.html,pkr 5 120.00,JLAWN-S-JST-24-1624,lawn,,spring  summer  collection  lawn  shirt  trouser  unstitched  piece,meter  plain  solid  floral  striped  dress,short  long  striped  white  black,,mauve  purple  blue  gray  white  black  brown,2 piece,solid  floral  plain  striped  paisley cotton  dress  blue  unknown,
https://www.junaidjamshed.com/green-unstitched-3pc-jjls-w-jwu-23-1828.html,pkr 8 510.00,JJLS-W-JWU-23-1828,jacquard  karandi,striped  solid  white  plain  long,winter  collection  jacquard  shirt  karandi  dupatta  unstitched  piece,meter  solid  plain  floral  checkered  striped  dress  long  short  neither,solid  plain  floral  plaid  striped,,green  white  pink  purple  black  gray  brown  lime  mint  yes,3 piece,floral  solid  plain  striped  flower cotton  dress  blue  hot,floral  solid  flower  paisley  plain
https://www.junaidjamshed.com/white-gold-silver-lawn-kurti-jjlk-s-jss-23-365.html,pkr 4 740.00,JJLK-S-JSS-23-365,lawn,chinese  band  collar  striped  plaid  plain  white  long,printed  lawn  shirt  festive  collection  lady  kurti,,bell  sleeve  plaid  short  long  striped  white,hand  touching  sleeve,white  blue  plaid  gray  peach,,straight  plaid  striped  solid  floral  plain  short  long  medium  yes  tall  cotton  dress  blue  white  button  mid  length,
https://www.junaidjamshed.com/green-lawn-unstitched-3pc-jlawn-s-24-603.html,pkr 5 740.00,JLAWN-S-24-603,lawn  dobby,striped  plain  white  unknown  solid,monsoon  collection  lawn  shirt  dobby  dupatta  unstitched  piece,meter  striped  plain  solid  stripe  floral  dress  short  long  slack,solid  floral  striped  plain  stripe,,green  white  yellow  purple  blue  black  gray  lilac,3 piece,floral  solid  plain  striped  stripe dress  cotton  unknown  tie  dye,floral  flower  checkered  stripe  polka  dot
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jds-24-1140.html,pkr 4 000.00,JLAWN-S-JDS-24-1140,lawn  lawn,,festive  collection  lawn  shirt  dupatta  unstitched  piece,,long  black  short  plaid  striped,,multicolor  blue  black  gray  white  white,2 piece,floral  solid  polka  dot  paisley  dot dress  blue  cotton  unknown  white,polka  dot  floral  paisley  flower
https://www.junaidjamshed.com/green-lawn-3pc-stitched-jlawn-s-24-015.html,pkr 8 820.00,JLAWN-S-24-015,lawn,embroidered  round  neck  slit  striped  solid  unknown  white  dress,embroidered  printed  lawn  shirt  digital  silk  dupatta  trouser  spring  summer  collection  piece  stitched,straight  pant  solid  striped  floral  paisley  plaid  short  long  dress  full  striped,printed  straight  sleeve  lace  plaid  striped  short  long  white,button  front  slit,green  blue  teal  floral  white  black  gray  mint  blue,,printed  straight  front  floral  striped  paisley  plaid  solid  long  short  medium  yes  tall  dress  cotton  blue  tie  dye  unknown  length,paisley  floral  flower  solid  polka  dot
https://www.junaidjamshed.com/maroon-organza-3pc-stitched-jjpw-s-jps-23-3920.html,pkr 16 330.00,JJPW-S-JPS-23-3920,organza,magzi  striped  dress  white  solid  unknown,semi  formal  festive  collection  piece  stitched  formal,solid  floral  plain  paisley  striped  short  long  red  straight  dress  neither,short  long  red  white  solid,,maroon  red  white  pink  blue  black  gray  orange,,embroidered  floral  solid  paisley  striped  stripe  straight  short  long  medium  tall  dress  unknown  cotton  white  red  long,floral  paisley  flower  red
https://www.junaidjamshed.com/grey-3pc-stitched-jjpw-w-jps-23-3945.html,pkr 14 770.00,JJPW-W-JPS-23-3945,dyed,magzi  white  dress  plain  striped  solid,embroidered  dyed  formal  shirt  trouser  dupatta  winter  collection  piece  stitched  formal,plain  solid  dress  straight  floral  short  long  skirt  straight,short  long  white  black  striped,,grey  white  gray  blue  red  purple  tan  black  khaki  pink  gray,,embroidered  solid  plain  striped  floral  stripe  frock  long  short  medium  yes  dress  white  cotton  polo  blue  full  length,solid  floral  plain  flower  dress
https://www.junaidjamshed.com/brown-lawn-unstitched-3pc-jlawn-s-24-366-emboss-4.html,pkr 6 150.00,JLAWN-S-24-366 EMBOSS-4,chambray,striped  solid  plain  white  unknown,festive  collection  unstitched  piece,meter  solid  floral  dress  paisley  polka  dot  neither  short  long  wood,solid  plain  plaid  floral  striped,,brown  red  purple  maroon  white  black  blue  orange  brown,3 piece,solid  floral  paisley  plain  striped dress  blue  unknown  cotton  know,polka  dot  floral  paisley  flower
https://www.junaidjamshed.com/maroon-cambric-stitched-3pc-jlawn-s-24-357.html,pkr 6 970.00,JLAWN-S-24-357,cambric,boat  neckline  slit  opening  striped  white  solid  plain  plaid,festive  collection  piece  stitched  casual,dyed  azaar  striped  solid  plain  floral  plaid  short  long  skirt  dress  wood  long,printed  sleeve  lace  finishing  striped  long  short  black  red,hand  embellishment  shirt  dupatta,maroon  red  white  striped  plaid  black  gray  patterned  yellow  pink  blue,,printed  front  striped  stripe  plaid  solid  checkered  back  classic  fit  long  short  medium  yes  dress  cotton  blue  unknown  long,striped  stripe  checkered  plaid  floral
https://www.junaidjamshed.com/white-kurti-jjlk-w-jws-23-3055.html,pkr 7 690.00,JJLK-W-JWS-23-3055,organza,angrakha  solid  white  plain  striped  dress,embroidered  dyed  semi  formal  shirt  winter  collection  lady  kurti  formal,,short  long  white  black  striped,,white  purple  gray  blue  pink,,embroidered  solid  plain  floral  striped  paisley  angrakha  short  long  medium  yes  dress  white  cotton  button  polo  full,
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jds-24-1142.html,pkr 4 000.00,JLAWN-S-JDS-24-1142,lawn  lawn,,festive  collection  lawn  shirt  dupatta  unstitched  piece,,long  red  short  striped  white,,multicolor  red  white  maroon  pink  yes,2 piece,floral  polka  dot  solid  paisley dress  cotton  unknown  red  white,polka  dot  floral  paisley  flower
